Year,Season,Player,Team,Pos,W%,KDA,KP,DPM,Laning,Engage,Fight
18,Summer,Clever,Hanwha Life Esports,ADC,0.0,4.0,80.0,421,0.5192369867442612,0.6666666666666666,0.26666666666666666
18,Summer,CoreJJ,Gen.G,Support,64.0,3.9,73.8,125,0.5398318784351762,0.5633333333333332,0.26
18,Summer,Crazy,bbq Olivers,Top,21.0,2.2,60.3,343,0.4776592305205303,0.33833333333333326,0.14666666666666667
18,Summer,Crown,Gen.G,Middle,67.0,3.0,66.7,537,0.530552861299709,0.44500000000000006,0.2
18,Summer,CuVee,Gen.G,Top,65.0,3.1,60.4,393,0.5143873262204979,0.33999999999999997,0.20666666666666667
18,Summer,Cuzz,Kingzone DragonX,Jungle,46.0,2.0,67.0,205,0.5857743291302941,0.45,0.13333333333333333
18,Summer,Deft,KT Rolster,ADC,67.0,4.4,65.8,576,0.5567410281280311,0.42999999999999994,0.29333333333333333
18,Summer,Effort,SK Telecom T1,Support,53.0,2.7,69.3,125,0.5326220497898481,0.4883333333333333,0.18000000000000002
18,Summer,Faker,SK Telecom T1,Middle,40.0,3.1,74.9,449,0.6237956676365988,0.5816666666666668,0.20666666666666667
18,Summer,Fly,Gen.G,Middle,63.0,4.9,74.2,382,0.5678629162625283,0.5700000000000001,0.3266666666666667
18,Summer,Ghost,bbq Olivers,ADC,23.0,2.1,65.4,382,0.45968315551244743,0.42333333333333345,0.14
18,Summer,GorillA,Kingzone DragonX,Support,65.0,3.3,62.9,118,0.541351438732622,0.38166666666666665,0.22
18,Summer,Haru,Gen.G,Jungle,67.0,3.3,68.3,246,0.7138700290979632,0.4716666666666666,0.22
18,Summer,Hoon,Hanwha Life Esports,Top,0.0,3.5,70.0,359,1.0,0.5,0.23333333333333334
18,Summer,Ian,MVP,Middle,27.0,2.8,77.4,390,0.4546071774975751,0.6233333333333334,0.18666666666666665
18,Summer,IgNar,bbq Olivers,Support,21.0,2.7,68.5,122,0.5268994503718073,0.475,0.18000000000000002
18,Summer,Justice,Jin Air Green Wings,Middle,0.0,0.0,50.0,225,0.6039443905593275,0.16666666666666666,0.0
18,Summer,KaKAO,Jin Air Green Wings,Jungle,0.0,0.6,41.7,80,0.6157452311671516,0.02833333333333338,0.04
18,Summer,Key,Hanwha Life Esports,Support,56.0,4.0,71.1,123,0.5238603297769157,0.5183333333333332,0.26666666666666666
18,Summer,Khan,Kingzone DragonX,Top,63.0,3.2,56.7,450,0.646556741028128,0.2783333333333334,0.21333333333333335
18,Summer,Kiin,Afreeca Freecs,Top,57.0,3.9,62.1,450,0.6099256385386357,0.36833333333333335,0.26
18,Summer,Kingen,KT Rolster,Top,0.0,1.0,100.0,141,0.0,1.0,0.06666666666666667
18,Summer,Kramer,Afreeca Freecs,ADC,45.0,6.9,71.1,356,0.36844487552537986,0.5183333333333332,0.46
18,Summer,Kuro,Afreeca Freecs,Middle,57.0,5.1,72.4,453,0.5972518590365341,0.5400000000000001,0.33999999999999997
18,Summer,Kuzan,Hanwha Life Esports,Middle,0.0,2.0,40.0,325,0.11315874555447786,0.0,0.13333333333333333
18,Summer,Lava,Hanwha Life Esports,Middle,56.0,3.5,74.9,450,0.4702877465244099,0.5816666666666668,0.23333333333333334
18,Summer,Lehends,Griffin,Support,68.0,5.9,74.1,178,0.6262204978984804,0.5683333333333332,0.39333333333333337
18,Summer,Leo,SK Telecom T1,ADC,33.0,4.8,73.1,475,0.4688005172971225,0.5516666666666665,0.32
18,Summer,Lindarang,Hanwha Life Esports,Top,56.0,2.5,60.9,406,0.4748787584869059,0.34833333333333333,0.16666666666666666
18,Summer,MaHa,MVP,ADC,0.0,1.1,50.0,288,0.4286129970902037,0.16666666666666666,0.07333333333333333
18,Summer,MaHa,MVP,Top,0.0,0.7,40.0,210,0.1096023278370514,0.0,0.04666666666666666
18,Summer,Mata,KT Rolster,Support,67.0,3.4,68.0,128,0.5236340122858066,0.4666666666666667,0.22666666666666666
18,Summer,Max,MVP,Support,27.0,2.1,67.6,151,0.5471710313611381,0.4599999999999999,0.14
18,Summer,Max,MVP,Top,33.0,1.6,61.9,303,0.4106045910119625,0.365,0.10666666666666667
18,Summer,Mightybear,Hanwha Life Esports,Jungle,0.0,5.0,100.0,300,0.46621403168444875,1.0,0.3333333333333333
18,Summer,Motive,MVP,Support,25.0,1.8,79.2,138,0.42036857419980606,0.6533333333333334,0.12000000000000001
18,Summer,Mowgli,Afreeca Freecs,Jungle,50.0,4.0,65.4,195,0.42327837051406403,0.42333333333333345,0.26666666666666666
18,Summer,Nova,Jin Air Green Wings,Support,31.0,2.3,63.7,115,0.47856450048496607,0.3950000000000001,0.15333333333333332
18,Summer,PawN,KT Rolster,Middle,0.0,1.0,71.4,368,0.4125444552214678,0.5233333333333334,0.06666666666666667
18,Summer,Peanut,Kingzone DragonX,Jungle,73.0,4.6,67.7,225,0.6408341416100872,0.4616666666666667,0.30666666666666664
18,Summer,Pilot,MVP,ADC,29.0,3.8,76.1,500,0.49990300678952476,0.6016666666666666,0.2533333333333333
18,Summer,Pirean,SK Telecom T1,Middle,53.0,3.2,67.5,419,0.5319107662463628,0.4583333333333333,0.21333333333333335
18,Summer,PraY,Kingzone DragonX,ADC,65.0,4.4,62.2,480,0.6657937277723893,0.37000000000000005,0.29333333333333333
18,Summer,Prince,bbq Olivers,ADC,0.0,1.1,55.2,343,0.6611703847397349,0.25333333333333335,0.07333333333333333
18,Summer,Rascal,Kingzone DragonX,Top,100.0,15.0,68.2,417,0.6237633365664403,0.47000000000000003,1.0
18,Summer,Rather,Griffin,Middle,63.0,4.3,75.0,400,0.4522793404461688,0.5833333333333334,0.2866666666666667
18,Summer,Ruler,Gen.G,ADC,64.0,5.1,73.3,569,0.565470417070805,0.5549999999999999,0.33999999999999997
18,Summer,Rush,KT Rolster,Jungle,57.0,1.9,61.1,225,0.5143873262204979,0.3516666666666667,0.12666666666666665
18,Summer,Sangyoon,Hanwha Life Esports,ADC,56.0,5.5,69.0,511,0.5942774005819592,0.48333333333333334,0.36666666666666664
18,Summer,Score,KT Rolster,Jungle,69.0,3.7,72.7,222,0.6772065955383123,0.545,0.24666666666666667
18,Summer,SeongHwan,Hanwha Life Esports,Jungle,56.0,3.1,72.3,182,0.5539282250242483,0.5383333333333333,0.20666666666666667
18,Summer,Smeb,KT Rolster,Top,69.0,4.7,64.4,476,0.5825088910442936,0.4066666666666668,0.31333333333333335
18,Summer,SoHwan,Jin Air Green Wings,Top,31.0,2.5,61.4,350,0.5390559327513741,0.35666666666666663,0.16666666666666666
18,Summer,Spirit,Afreeca Freecs,Jungle,58.0,4.1,71.4,207,0.5788231490462334,0.5233333333333334,0.2733333333333333
18,Summer,Sword,Griffin,Top,68.0,4.3,62.2,407,0.49828645328160365,0.37000000000000005,0.2866666666666667
18,Summer,Tarzan,Griffin,Jungle,68.0,6.5,77.3,231,0.44658907209828647,0.6216666666666666,0.43333333333333335
18,Summer,Teddy,Jin Air Green Wings,ADC,31.0,3.1,70.1,498,0.5182993857096669,0.5016666666666666,0.20666666666666667
18,Summer,Tempt,bbq Olivers,Middle,21.0,3.1,75.3,405,0.5808923375363725,0.5883333333333333,0.20666666666666667
18,Summer,Thal,SK Telecom T1,Top,45.0,2.3,58.4,419,0.5605237633365665,0.30666666666666664,0.15333333333333332
18,Summer,Trick,bbq Olivers,Jungle,25.0,2.4,77.9,187,0.4570320077594568,0.6316666666666667,0.16
18,Summer,TusiN,Afreeca Freecs,Support,57.0,3.6,71.6,130,0.5629809246686065,0.5266666666666666,0.24000000000000002
18,Summer,Ucal,KT Rolster,Middle,69.0,4.2,66.8,442,0.5463627546071775,0.4466666666666666,0.28
18,Summer,UmTi,Jin Air Green Wings,Jungle,34.0,2.5,74.2,212,0.5268347882314904,0.5700000000000001,0.16666666666666666
18,Summer,Viper,Griffin,ADC,68.0,7.0,69.8,470,0.5902360168121564,0.49666666666666665,0.4666666666666667
18,Summer,Wolf,SK Telecom T1,Support,0.0,1.2,87.9,152,0.410184287099903,0.7983333333333335,0.08
18,Summer,Yaharong,Jin Air Green Wings,Middle,32.0,2.7,66.2,381,0.5357904946653734,0.4366666666666667,0.18000000000000002
19,Spring,Aiming,Afreeca Freecs,ADC,34.0,3.4,68.7,504,0.5620257340811613,0.6683937823834196,0.28431372549019607
19,Spring,ALL IN,Afreeca Freecs,Middle,40.0,2.3,63.5,331,0.3432860442098317,0.5785837651122625,0.1764705882352941
19,Spring,Bdd,KT Rolster,Middle,31.0,3.0,72.0,398,0.7598152424942263,0.7253886010362693,0.2450980392156863
19,Spring,BeryL,DWG KIA,Support,69.0,2.6,66.9,103,0.5371164632134608,0.6373056994818653,0.2058823529411765
19,Spring,bonO,Hanwha Life Esports,Jungle,47.0,2.4,69.8,188,0.5696964698119432,0.6873920552677029,0.18627450980392157
19,Spring,Canyon,DWG KIA,Jungle,57.0,3.4,70.4,251,0.38972286374133946,0.6977547495682211,0.28431372549019607
19,Spring,CheonGo,Jin Air Green Wings,Middle,0.0,0.5,52.6,245,0.16166281755196305,0.39032815198618304,0.0
19,Spring,CheonGo,Jin Air Green Wings,Top,0.0,3.3,54.2,233,0.0,0.41796200345423146,0.27450980392156865
19,Spring,Chovy,Griffin,Middle,79.0,10.7,64.7,463,1.0,0.5993091537132987,1.0
19,Spring,Clid,SK Telecom T1,Jungle,70.0,5.4,75.5,221,0.7523094688221709,0.7858376511226252,0.48039215686274517
19,Spring,Crush,Liiv SANDBOX,Jungle,0.0,1.0,50.0,175,0.02226987792807654,0.3454231433506045,0.04901960784313726
19,Spring,CuVee,Gen.G,Top,38.0,2.2,59.0,347,0.5710986473111184,0.5008635578583764,0.16666666666666669
19,Spring,Cuzz,Kingzone DragonX,Jungle,69.0,3.8,66.0,275,0.8193665456944902,0.6217616580310881,0.3235294117647059
19,Spring,Deft,Kingzone DragonX,ADC,69.0,5.1,72.5,636,0.7640217749917518,0.7340241796200345,0.45098039215686275
19,Spring,Dove,Liiv SANDBOX,Middle,64.0,4.4,70.2,433,0.6184427581656218,0.694300518134715,0.3823529411764707
19,Spring,Dread,Afreeca Freecs,Jungle,37.0,2.4,71.3,214,0.553200263939294,0.7132987910189982,0.18627450980392157
19,Spring,Faker,SK Telecom T1,Middle,70.0,4.0,62.0,434,0.5553447707027382,0.5526770293609671,0.3431372549019608
19,Spring,Flame,DWG KIA,Top,50.0,3.7,61.7,421,0.8253051798086439,0.5474956822107081,0.3137254901960785
19,Spring,Fly,Gen.G,Middle,33.0,2.4,65.2,361,0.5049488617617948,0.6079447322970639,0.18627450980392157
19,Spring,Gango,KT Rolster,ADC,25.0,2.4,65.1,420,0.4751732101616628,0.6062176165803107,0.18627450980392157
19,Spring,Ghost,Liiv SANDBOX,ADC,64.0,4.7,67.9,506,0.6460739030023094,0.6545768566493956,0.411764705882353
19,Spring,Hoit,DWG KIA,Support,55.0,4.2,74.3,119,0.5382711976245463,0.7651122625215888,0.36274509803921573
19,Spring,Hoon,Afreeca Freecs,Middle,33.0,1.3,48.8,247,0.12677334213130984,0.32469775474956813,0.07843137254901962
19,Spring,Jelly,Afreeca Freecs,Support,30.0,2.0,67.3,115,0.5924612339161992,0.6442141623488773,0.14705882352941177
19,Spring,Joker,Liiv SANDBOX,Support,64.0,2.4,66.0,145,0.7692180798416364,0.6217616580310881,0.18627450980392157
19,Spring,Kellin,Jin Air Green Wings,Support,5.0,1.4,63.6,91,0.3507918178818871,0.5803108808290155,0.08823529411764705
19,Spring,Keshi,Afreeca Freecs,Support,33.0,1.9,65.8,124,0.6706532497525569,0.618307426597582,0.13725490196078433
19,Spring,Key,Hanwha Life Esports,Support,49.0,2.8,72.6,113,0.7729297261629825,0.7357512953367874,0.22549019607843138
19,Spring,Khan,SK Telecom T1,Top,70.0,4.1,60.2,465,0.6680963378422963,0.5215889464594128,0.3529411764705882
19,Spring,Kiin,Afreeca Freecs,Top,33.0,2.5,61.0,426,0.8429561200923786,0.5354058721934369,0.19607843137254904
19,Spring,Kingen,KT Rolster,Top,38.0,2.6,60.5,409,0.6167106565489937,0.5267702936096718,0.2058823529411765
19,Spring,Lava,Hanwha Life Esports,Middle,41.0,2.9,73.6,380,0.47327614648630806,0.7530224525043177,0.23529411764705882
19,Spring,Lehends,Griffin,Support,79.0,8.3,70.1,161,0.9225503134279115,0.6925734024179618,0.7647058823529413
19,Spring,Life,Gen.G,Support,36.0,2.5,73.9,114,0.5151765094028373,0.7582037996545768,0.19607843137254904
19,Spring,Lindarang,Jin Air Green Wings,Top,11.0,1.3,56.6,310,0.6131639722863741,0.459412780656304,0.07843137254901962
19,Spring,Malrang,Jin Air Green Wings,Jungle,4.0,3.1,77.4,166,0.15778620917189043,0.8186528497409327,0.25490196078431376
19,Spring,Mata,SK Telecom T1,Support,70.0,3.9,67.1,105,0.666364236225668,0.6407599309153712,0.33333333333333337
19,Spring,MooJin,Hanwha Life Esports,Jungle,67.0,3.2,87.9,173,0.4712141207522269,1.0,0.26470588235294124
19,Spring,Naehyun,Kingzone DragonX,Middle,33.0,3.4,73.0,351,0.37091718904651927,0.7426597582037996,0.28431372549019607
19,Spring,Nova,Jin Air Green Wings,Support,13.0,1.2,62.2,109,0.4612339161992742,0.5561312607944732,0.06862745098039216
19,Spring,Nuclear,DWG KIA,ADC,59.0,5.5,70.1,450,0.6046684262619597,0.6925734024179618,0.4901960784313726
19,Spring,Nuguri,DWG KIA,Top,63.0,2.8,64.6,535,0.7385351369185087,0.5975820379965456,0.22549019607843138
19,Spring,OnFleek,Liiv SANDBOX,Jungle,65.0,3.5,66.8,256,0.6972121412075222,0.6355785837651121,0.29411764705882354
19,Spring,PawN,Kingzone DragonX,Middle,72.0,4.4,62.6,379,0.7110689541405476,0.5630397236614852,0.3823529411764707
19,Spring,Peanut,Gen.G,Jungle,36.0,2.7,67.1,174,0.6553942593203563,0.6407599309153712,0.21568627450980396
19,Spring,Prince,DWG KIA,ADC,100.0,2.0,50.0,609,0.7192345760475091,0.3454231433506045,0.14705882352941177
19,Spring,Proud,Afreeca Freecs,Support,29.0,4.2,80.6,111,0.24653579676674361,0.8739205526770292,0.36274509803921573
19,Spring,Punch,DWG KIA,Jungle,64.0,4.3,75.7,180,0.6025239194985152,0.7892918825561313,0.37254901960784315
19,Spring,Rascal,Kingzone DragonX,Top,69.0,3.2,56.3,376,0.3944242824150445,0.45423143350604483,0.26470588235294124
19,Spring,Roach,Gen.G,Middle,60.0,3.9,59.6,264,0.48927746618277795,0.5112262521588946,0.33333333333333337
19,Spring,Roach,Gen.G,Top,35.0,3.6,69.7,330,0.7262454635433849,0.6856649395509499,0.303921568627451
19,Spring,Route,Jin Air Green Wings,ADC,9.0,1.9,59.2,447,0.5934510062685582,0.5043177892918825,0.13725490196078433
19,Spring,Ruler,Gen.G,ADC,36.0,4.2,77.1,539,0.5810788518640713,0.8134715025906734,0.36274509803921573
19,Spring,Sangyoon,Hanwha Life Esports,ADC,49.0,4.1,71.6,460,0.5815737380402507,0.7184801381692572,0.3529411764705882
19,Spring,Score,KT Rolster,Jungle,32.0,2.7,73.0,223,0.6088749587594853,0.7426597582037996,0.21568627450980396
19,Spring,Seize,Jin Air Green Wings,Jungle,14.0,1.9,56.7,202,0.34303860112174195,0.461139896373057,0.13725490196078433
19,Spring,ShowMaker,DWG KIA,Middle,60.0,4.5,70.6,439,0.6345265588914549,0.7012089810017269,0.3921568627450981
19,Spring,Smeb,KT Rolster,Top,28.0,2.0,60.9,412,0.4274166941603431,0.5336787564766838,0.14705882352941177
19,Spring,SnowFlower,KT Rolster,Support,31.0,2.4,69.9,126,0.47451336192675675,0.689119170984456,0.18627450980392157
19,Spring,SoHwan,Hanwha Life Esports,Top,40.0,1.9,60.0,303,0.5854503464203232,0.5181347150259067,0.13725490196078433
19,Spring,Spirit,Afreeca Freecs,ADC,40.0,3.3,71.4,366,0.8431210821511053,0.7150259067357513,0.27450980392156865
19,Spring,Spirit,Afreeca Freecs,Jungle,0.0,0.8,68.4,222,0.6908611019465523,0.6632124352331606,0.02941176470588236
19,Spring,Spirit,Afreeca Freecs,Support,50.0,2.6,86.7,218,0.33874958759485313,0.9792746113989637,0.2058823529411765
19,Spring,SS,Afreeca Freecs,ADC,22.0,2.3,68.6,485,0.23985483338832067,0.6666666666666665,0.1764705882352941
19,Spring,Stitch,Jin Air Green Wings,ADC,0.0,0.5,33.3,288,0.4426756845925437,0.05699481865284969,0.0
19,Spring,Summit,Liiv SANDBOX,Top,65.0,3.6,62.0,457,0.7956944902672385,0.5526770293609671,0.303921568627451
19,Spring,Sword,Griffin,Top,79.0,3.9,47.4,345,0.5974925767073572,0.30051813471502586,0.33333333333333337
19,Spring,TaNa,Jin Air Green Wings,Top,0.0,1.8,71.4,411,0.4614813592873639,0.7150259067357513,0.12745098039215688
19,Spring,Tarzan,Griffin,Jungle,79.0,9.1,75.3,294,0.9477895084130649,0.7823834196891191,0.8431372549019608
19,Spring,Teddy,SK Telecom T1,ADC,70.0,7.4,66.7,570,0.6041735400857803,0.6338514680483592,0.6764705882352942
19,Spring,Tempt,Hanwha Life Esports,Middle,58.0,5.7,72.8,470,0.8568954140547674,0.7392055267702935,0.5098039215686275
19,Spring,Thal,Hanwha Life Esports,Top,50.0,3.1,62.3,349,0.5446222368855163,0.5578583765112262,0.25490196078431376
19,Spring,TusiN,Kingzone DragonX,Support,69.0,4.6,71.6,127,0.7350709336852523,0.7184801381692572,0.4019607843137255
19,Spring,Ucal,Afreeca Freecs,Middle,27.0,2.2,65.6,361,0.7273177169251072,0.6148531951640759,0.16666666666666669
19,Spring,UmTi,KT Rolster,Jungle,29.0,1.9,59.4,206,0.6480534477070273,0.5077720207253885,0.13725490196078433
19,Spring,Viper,Griffin,ADC,79.0,8.7,59.0,464,0.8267073573078191,0.5008635578583764,0.803921568627451
19,Spring,Wizer,Liiv SANDBOX,Top,0.0,1.0,30.0,452,0.7563510392609699,0.0,0.04901960784313726
19,Spring,Yaharong,Jin Air Green Wings,Middle,9.0,1.9,66.1,371,0.4569449026723853,0.623488773747841,0.13725490196078433
19,Spring,Zenit,KT Rolster,ADC,35.0,2.8,66.4,508,0.6956450016496205,0.6286701208981003,0.22549019607843138
19,Summer,Aiming,Afreeca Freecs,ADC,57.0,5.2,70.7,566,0.5492072699149265,0.7070000000000001,0.611764705882353
19,Summer,Bdd,KT Rolster,Middle,36.0,3.4,71.2,438,0.4767981438515081,0.7120000000000001,0.39999999999999997
19,Summer,BeryL,DWG KIA,Support,65.0,3.5,69.5,154,0.44885924207269906,0.695,0.4117647058823529
19,Summer,bonO,Hanwha Life Esports,Jungle,41.0,3.0,72.7,185,0.4280742459396751,0.727,0.35294117647058826
19,Summer,Canyon,DWG KIA,Jungle,65.0,4.0,74.0,274,0.4315545243619489,0.74,0.47058823529411764
19,Summer,CheonGo,Jin Air Green Wings,Middle,10.0,1.2,53.6,312,0.24941995359628769,0.536,0.1411764705882353
19,Summer,Chovy,Griffin,Middle,69.0,5.9,59.8,378,0.5047370456303171,0.598,0.6941176470588236
19,Summer,Clid,SK Telecom T1,Jungle,64.0,4.4,73.3,211,0.5076372776488786,0.733,0.5176470588235295
19,Summer,CuVee,Gen.G,Top,52.0,2.5,62.8,379,0.3461426914153132,0.628,0.29411764705882354
19,Summer,Cuzz,Kingzone DragonX,Jungle,50.0,3.3,72.0,276,0.47882830626450107,0.72,0.388235294117647
19,Summer,Deft,Kingzone DragonX,ADC,50.0,3.6,72.2,526,0.4676624129930394,0.722,0.4235294117647059
19,Summer,Doran,Griffin,Top,68.0,3.2,56.0,419,0.44470224284609433,0.56,0.3764705882352941
19,Summer,Dove,Liiv SANDBOX,Middle,60.0,4.5,67.1,451,0.5127610208816704,0.6709999999999999,0.5294117647058824
19,Summer,Dread,Afreeca Freecs,Jungle,57.0,2.8,66.7,225,0.4893658159319412,0.667,0.32941176470588235
19,Summer,Effort,SK Telecom T1,Support,74.0,4.8,66.1,118,0.38215390564578494,0.6609999999999999,0.5647058823529412
19,Summer,Faker,SK Telecom T1,Middle,62.0,3.3,62.3,448,0.47839327146171684,0.623,0.388235294117647
19,Summer,Flame,DWG KIA,Top,0.0,0.4,40.0,345,0.6340873936581592,0.4,0.047058823529411764
19,Summer,Fly,Gen.G,Middle,67.0,4.8,61.7,376,0.28214423820572304,0.617,0.5647058823529412
19,Summer,Ghost,Liiv SANDBOX,ADC,60.0,4.0,71.1,420,0.4158932714617169,0.711,0.47058823529411764
19,Summer,Gori,SK Telecom T1,Middle,0.0,1.0,75.0,228,0.6727571539056457,0.75,0.11764705882352941
19,Summer,Haru,SK Telecom T1,Jungle,25.0,4.2,73.5,221,0.44330046403712287,0.735,0.49411764705882355
19,Summer,Hoit,DWG KIA,Support,0.0,0.0,0.0,27,0.16811678267594737,0.0,0.0
19,Summer,Joker,Liiv SANDBOX,Support,60.0,2.6,69.6,150,0.440883604021655,0.696,0.3058823529411765
19,Summer,Kellin,Jin Air Green Wings,Support,6.0,1.5,67.3,166,0.40588747099767974,0.6729999999999999,0.17647058823529413
19,Summer,Keshi,Afreeca Freecs,Support,57.0,2.4,58.0,125,0.4080143078112915,0.58,0.2823529411764706
19,Summer,Key,Hanwha Life Esports,Support,36.0,2.6,66.1,120,0.4575599381283835,0.6609999999999999,0.3058823529411765
19,Summer,Khan,SK Telecom T1,Top,60.0,2.6,59.1,419,0.42947602474864655,0.591,0.3058823529411765
19,Summer,Kiin,Afreeca Freecs,Top,57.0,3.0,57.6,400,0.6256283836040216,0.5760000000000001,0.35294117647058826
19,Summer,Kingen,KT Rolster,Top,50.0,3.8,57.0,362,0.3839907192575406,0.57,0.44705882352941173
19,Summer,Kuzan,Gen.G,Middle,47.0,4.8,67.3,358,0.3773201856148491,0.6729999999999999,0.5647058823529412
19,Summer,Lava,Hanwha Life Esports,Middle,27.0,2.4,71.5,398,0.4413186388244392,0.715,0.2823529411764706
19,Summer,Lehends,Griffin,Support,69.0,5.9,70.9,173,0.5808197989172467,0.7090000000000001,0.6941176470588236
19,Summer,Life,Gen.G,Support,55.0,5.0,74.4,167,0.5780162412993038,0.7440000000000001,0.5882352941176471
19,Summer,Lindarang,Jin Air Green Wings,Top,14.0,1.4,53.8,310,0.31931554524361944,0.5379999999999999,0.16470588235294117
19,Summer,Malrang,Jin Air Green Wings,Jungle,9.0,2.1,73.9,216,0.3895978344934261,0.7390000000000001,0.24705882352941178
19,Summer,Mata,SK Telecom T1,Support,38.0,3.3,65.4,130,0.37591840680587774,0.654,0.388235294117647
19,Summer,MooJin,Hanwha Life Esports,Jungle,0.0,2.3,95.8,137,0.0,0.958,0.27058823529411763
19,Summer,Naehyun,Kingzone DragonX,Middle,50.0,4.1,66.8,366,0.43749999999999994,0.6679999999999999,0.48235294117647054
19,Summer,Nova,Jin Air Green Wings,Support,22.0,2.1,78.6,163,0.47950502706883213,0.7859999999999999,0.24705882352941178
19,Summer,Nuclear,DWG KIA,ADC,64.0,6.2,66.9,457,0.3749033255993812,0.669,0.7294117647058824
19,Summer,Nuguri,DWG KIA,Top,67.0,3.4,66.1,572,0.5415216550657386,0.6609999999999999,0.39999999999999997
19,Summer,OnFleek,Liiv SANDBOX,Jungle,60.0,3.3,71.3,211,0.46224864655839126,0.713,0.388235294117647
19,Summer,Peanut,Gen.G,Jungle,56.0,3.6,69.9,159,0.3797853828306264,0.6990000000000001,0.4235294117647059
19,Summer,PraY,KT Rolster,ADC,36.0,2.7,60.7,393,0.46123356535189475,0.607,0.31764705882352945
19,Summer,Punch,DWG KIA,Jungle,0.0,1.0,100.0,146,1.0,1.0,0.11764705882352941
19,Summer,Rascal,Kingzone DragonX,Top,50.0,2.4,62.2,358,0.3651392111368909,0.622,0.2823529411764706
19,Summer,Rich,Gen.G,Middle,40.0,1.4,58.1,314,0.02358855375096672,0.581,0.16470588235294117
19,Summer,Roach,Gen.G,Middle,50.0,5.5,61.1,317,0.26430781129156994,0.611,0.6470588235294118
19,Summer,Roach,Gen.G,Top,100.0,8.0,29.6,295,0.5026102088167053,0.29600000000000004,0.9411764705882353
19,Summer,Route,Jin Air Green Wings,ADC,10.0,2.2,73.8,437,0.44233372003093574,0.738,0.25882352941176473
19,Summer,Ruler,Gen.G,ADC,55.0,5.3,76.6,489,0.46118522815158536,0.7659999999999999,0.6235294117647059
19,Summer,Sangyoon,Hanwha Life Esports,ADC,36.0,4.1,63.6,461,0.42773588553750963,0.636,0.48235294117647054
19,Summer,Score,KT Rolster,Jungle,37.0,2.6,69.7,196,0.47718484145398293,0.6970000000000001,0.3058823529411765
19,Summer,Seize,Jin Air Green Wings,Jungle,20.0,1.4,72.4,265,0.1285769528228925,0.7240000000000001,0.16470588235294117
19,Summer,SeongHwan,Gen.G,Jungle,33.0,2.4,70.6,169,0.49308778035576173,0.706,0.2823529411764706
19,Summer,ShowMaker,DWG KIA,Middle,64.0,7.2,70.7,444,0.5475638051044083,0.7070000000000001,0.8470588235294118
19,Summer,Smeb,KT Rolster,Top,20.0,1.4,51.3,324,0.360160479505027,0.513,0.16470588235294117
19,Summer,SnowFlower,KT Rolster,Support,36.0,2.1,62.1,149,0.4136697602474864,0.621,0.24705882352941178
19,Summer,SoHwan,Hanwha Life Esports,Top,41.0,3.3,57.7,330,0.5385730858468677,0.5770000000000001,0.388235294117647
19,Summer,Summit,Liiv SANDBOX,Top,60.0,2.6,65.8,439,0.5986562258313998,0.6579999999999999,0.3058823529411765
19,Summer,Sword,Griffin,Top,70.0,4.0,58.3,385,0.624468290796597,0.583,0.47058823529411764
19,Summer,TaNa,Jin Air Green Wings,Top,0.0,1.4,65.3,292,0.43488979118329457,0.653,0.16470588235294117
19,Summer,Tarzan,Griffin,Jungle,69.0,6.2,72.0,230,0.6488302397525134,0.72,0.7294117647058824
19,Summer,Teddy,SK Telecom T1,ADC,60.0,6.0,64.8,511,0.47558971384377413,0.648,0.7058823529411765
19,Summer,Tempt,Hanwha Life Esports,Middle,45.0,5.0,72.6,476,0.5583913379737045,0.726,0.5882352941176471
19,Summer,Thal,Hanwha Life Esports,Top,23.0,2.1,63.0,336,0.07864462490332556,0.63,0.24705882352941178
19,Summer,TusiN,Kingzone DragonX,Support,50.0,2.9,67.8,150,0.4789249806651198,0.6779999999999999,0.3411764705882353
19,Summer,Ucal,Afreeca Freecs,Middle,57.0,3.5,65.1,406,0.5363012374323278,0.6509999999999999,0.4117647058823529
19,Summer,UmTi,KT Rolster,Jungle,33.0,3.1,65.7,164,0.334106728538283,0.657,0.3647058823529412
19,Summer,Viper,Griffin,ADC,69.0,8.5,72.4,526,0.5212200309358082,0.7240000000000001,1.0
19,Summer,Yaharong,Jin Air Green Wings,Middle,10.0,1.7,64.3,357,0.31380510440835263,0.643,0.19999999999999998
20,Spring,Aiming,KT Rolster,ADC,52.0,5.3,81.4,578,0.8349197409180513,0.9854721549636806,0.7464788732394366
20,Spring,ALL IN,Afreeca Freecs,Middle,46.0,4.4,63.5,354,0.6220782878062517,0.7687651331719129,0.619718309859155
20,Spring,Bdd,Gen.G,Middle,70.0,6.7,74.4,465,0.7882286679808505,0.9007263922518162,0.943661971830986
20,Spring,Ben,Afreeca Freecs,Support,0.0,0.7,33.3,193,0.43689101661503804,0.40314769975786924,0.09859154929577464
20,Spring,BeryL,DAMWON Gaming,Support,57.0,3.5,68.9,157,0.7504364967614757,0.8341404358353512,0.49295774647887325
20,Spring,bonO,KT Rolster,Jungle,59.0,4.1,78.9,213,0.7839481836102506,0.9552058111380146,0.5774647887323944
20,Spring,Canna,T1,Top,70.0,6.2,69.1,379,0.7182765418192059,0.8365617433414043,0.8732394366197184
20,Spring,Canyon,DAMWON Gaming,Jungle,51.0,3.3,67.4,217,0.5459307237397917,0.8159806295399517,0.4647887323943662
